merchant,month,choiceA,theta,dfee,lagA,Lprev,initA,dfee_bar
432,10,0,-0.364230112734045,-0.0465513252827167,0,-1,1,0.373308808915364
433,1,0,0.791151567125353,0.682239113442484,,,0,0.373308808915364
433,2,1,0.791151567125353,-0.787840965873284,0,-1,0,0.373308808915364
433,3,1,0.791151567125353,-0.142233808902502,1,1,0,0.373308808915364
433,4,1,0.791151567125353,-0.0418088074788011,1,1,0,0.373308808915364
433,5,1,0.791151567125353,-0.755101798008443,1,1,0,0.373308808915364
433,6,1,0.791151567125353,1.58346197237242,1,1,0,0.373308808915364
433,7,1,0.791151567125353,1.33305855804674,1,1,0,0.373308808915364
433,8,1,0.791151567125353,1.25974145783948,1,1,0,0.373308808915364
433,9,1,0.791151567125353,0.648123692998253,1,1,0,0.373308808915364
433,10,1,0.791151567125353,-0.0465513252827167,1,1,0,0.373308808915364
434,1,1,0.772600948261701,0.682239113442484,,,1,0.373308808915364
434,2,1,0.772600948261701,-0.787840965873284,1,1,1,0.373308808915364
434,3,0,0.772600948261701,-0.142233808902502,1,1,1,0.373308808915364
434,4,1,0.772600948261701,-0.0418088074788011,0,-1,1,0.373308808915364
434,5,1,0.772600948261701,-0.755101798008443,1,1,1,0.373308808915364
434,6,0,0.772600948261701,1.58346197237242,1,1,1,0.373308808915364
434,7,0,0.772600948261701,1.33305855804674,0,-1,1,0.373308808915364
434,8,0,0.772600948261701,1.25974145783948,0,-1,1,0.373308808915364
434,9,0,0.772600948261701,0.648123692998253,0,-1,1,0.373308808915364
434,10,0,0.772600948261701,-0.0465513252827167,0,-1,1,0.373308808915364
435,1,0,-0.784476884852899,0.682239113442484,,,0,0.373308808915364
435,2,1,-0.784476884852899,-0.787840965873284,0,-1,0,0.373308808915364
435,3,0,-0.784476884852899,-0.142233808902502,1,1,0,0.373308808915364
435,4,0,-0.784476884852899,-0.0418088074788011,0,-1,0,0.373308808915364
435,5,0,-0.784476884852899,-0.755101798008443,0,-1,0,0.373308808915364
435,6,0,-0.784476884852899,1.58346197237242,0,-1,0,0.373308808915364
435,7,1,-0.784476884852899,1.33305855804674,0,-1,0,0.373308808915364
435,8,0,-0.784476884852899,1.25974145783948,1,1,0,0.373308808915364
435,9,0,-0.784476884852899,0.648123692998253,0,-1,0,0.373308808915364
435,10,0,-0.784476884852899,-0.0465513252827167,0,-1,0,0.373308808915364
436,1,0,-0.522386233148925,0.682239113442484,,,0,0.373308808915364
436,2,1,-0.522386233148925,-0.787840965873284,0,-1,0,0.373308808915364
436,3,1,-0.522386233148925,-0.142233808902502,1,1,0,0.373308808915364
436,4,1,-0.522386233148925,-0.0418088074788011,1,1,0,0.373308808915364
436,5,0,-0.522386233148925,-0.755101798008443,1,1,0,0.373308808915364
436,6,0,-0.522386233148925,1.58346197237242,0,-1,0,0.373308808915364
436,7,0,-0.522386233148925,1.33305855804674,0,-1,0,0.373308808915364
436,8,0,-0.522386233148925,1.25974145783948,0,-1,0,0.373308808915364
436,9,0,-0.522386233148925,0.648123692998253,0,-1,0,0.373308808915364
436,10,1,-0.522386233148925,-0.0465513252827167,0,-1,0,0.373308808915364
437,1,0,0.253200255808647,0.682239113442484,,,0,0.373308808915364
437,2,0,0.253200255808647,-0.787840965873284,0,-1,0,0.373308808915364
437,3,0,0.253200255808647,-0.142233808902502,0,-1,0,0.373308808915364
437,4,1,0.253200255808647,-0.0418088074788011,0,-1,0,0.373308808915364
437,5,1,0.253200255808647,-0.755101798008443,1,1,0,0.373308808915364
437,6,0,0.253200255808647,1.58346197237242,1,1,0,0.373308808915364
437,7,0,0.253200255808647,1.33305855804674,0,-1,0,0.373308808915364
437,8,0,0.253200255808647,1.25974145783948,0,-1,0,0.373308808915364
437,9,1,0.253200255808647,0.648123692998253,0,-1,0,0.373308808915364
437,10,1,0.253200255808647,-0.0465513252827167,1,1,0,0.373308808915364
438,1,1,0.0462914778192516,0.682239113442484,,,1,0.373308808915364
438,2,1,0.0462914778192516,-0.787840965873284,1,1,1,0.373308808915364
438,3,1,0.0462914778192516,-0.142233808902502,1,1,1,0.373308808915364
438,4,1,0.0462914778192516,-0.0418088074788011,1,1,1,0.373308808915364
438,5,1,0.0462914778192516,-0.755101798008443,1,1,1,0.373308808915364
438,6,0,0.0462914778192516,1.58346197237242,1,1,1,0.373308808915364
438,7,0,0.0462914778192516,1.33305855804674,0,-1,1,0.373308808915364
438,8,0,0.0462914778192516,1.25974145783948,0,-1,1,0.373308808915364
438,9,0,0.0462914778192516,0.648123692998253,0,-1,1,0.373308808915364
438,10,0,0.0462914778192516,-0.0465513252827167,0,-1,1,0.373308808915364
439,1,1,2.21132833131262,0.682239113442484,,,1,0.373308808915364
439,2,1,2.21132833131262,-0.787840965873284,1,1,1,0.373308808915364
439,3,1,2.21132833131262,-0.142233808902502,1,1,1,0.373308808915364
439,4,1,2.21132833131262,-0.0418088074788011,1,1,1,0.373308808915364
439,5,1,2.21132833131262,-0.755101798008443,1,1,1,0.373308808915364
439,6,1,2.21132833131262,1.58346197237242,1,1,1,0.373308808915364
439,7,1,2.21132833131262,1.33305855804674,1,1,1,0.373308808915364
439,8,1,2.21132833131262,1.25974145783948,1,1,1,0.373308808915364
439,9,1,2.21132833131262,0.648123692998253,1,1,1,0.373308808915364
439,10,1,2.21132833131262,-0.0465513252827167,1,1,1,0.373308808915364
440,1,1,-0.460618591665706,0.682239113442484,,,1,0.373308808915364
440,2,1,-0.460618591665706,-0.787840965873284,1,1,1,0.373308808915364
440,3,1,-0.460618591665706,-0.142233808902502,1,1,1,0.373308808915364
440,4,1,-0.460618591665706,-0.0418088074788011,1,1,1,0.373308808915364
440,5,0,-0.460618591665706,-0.755101798008443,1,1,1,0.373308808915364
440,6,0,-0.460618591665706,1.58346197237242,0,-1,1,0.373308808915364
440,7,0,-0.460618591665706,1.33305855804674,0,-1,1,0.373308808915364
440,8,0,-0.460618591665706,1.25974145783948,0,-1,1,0.373308808915364
440,9,1,-0.460618591665706,0.648123692998253,0,-1,1,0.373308808915364
440,10,1,-0.460618591665706,-0.0465513252827167,1,1,1,0.373308808915364
441,1,1,1.88217093328098,0.682239113442484,,,1,0.373308808915364
441,2,1,1.88217093328098,-0.787840965873284,1,1,1,0.373308808915364
441,3,1,1.88217093328098,-0.142233808902502,1,1,1,0.373308808915364
441,4,1,1.88217093328098,-0.0418088074788011,1,1,1,0.373308808915364
441,5,1,1.88217093328098,-0.755101798008443,1,1,1,0.373308808915364
441,6,1,1.88217093328098,1.58346197237242,1,1,1,0.373308808915364
441,7,1,1.88217093328098,1.33305855804674,1,1,1,0.373308808915364
441,8,0,1.88217093328098,1.25974145783948,1,1,1,0.373308808915364
441,9,1,1.88217093328098,0.648123692998253,0,-1,1,0.373308808915364
441,10,1,1.88217093328098,-0.0465513252827167,1,1,1,0.373308808915364
442,1,0,-1.01107906484269,0.682239113442484,,,0,0.373308808915364
442,2,0,-1.01107906484269,-0.787840965873284,0,-1,0,0.373308808915364
442,3,0,-1.01107906484269,-0.142233808902502,0,-1,0,0.373308808915364
442,4,0,-1.01107906484269,-0.0418088074788011,0,-1,0,0.373308808915364
442,5,0,-1.01107906484269,-0.755101798008443,0,-1,0,0.373308808915364
442,6,0,-1.01107906484269,1.58346197237242,0,-1,0,0.373308808915364
442,7,1,-1.01107906484269,1.33305855804674,0,-1,0,0.373308808915364
442,8,0,-1.01107906484269,1.25974145783948,1,1,0,0.373308808915364
442,9,0,-1.01107906484269,0.648123692998253,0,-1,0,0.373308808915364
442,10,0,-1.01107906484269,-0.0465513252827167,0,-1,0,0.373308808915364
443,1,1,2.98094310168869,0.682239113442484,,,1,0.373308808915364
443,2,1,2.98094310168869,-0.787840965873284,1,1,1,0.373308808915364
443,3,0,2.98094310168869,-0.142233808902502,1,1,1,0.373308808915364
443,4,1,2.98094310168869,-0.0418088074788011,0,-1,1,0.373308808915364
443,5,1,2.98094310168869,-0.755101798008443,1,1,1,0.373308808915364
443,6,1,2.98094310168869,1.58346197237242,1,1,1,0.373308808915364
443,7,1,2.98094310168869,1.33305855804674,1,1,1,0.373308808915364
443,8,1,2.98094310168869,1.25974145783948,1,1,1,0.373308808915364
443,9,1,2.98094310168869,0.648123692998253,1,1,1,0.373308808915364
443,10,1,2.98094310168869,-0.0465513252827167,1,1,1,0.373308808915364
444,1,1,0.714376505089321,0.682239113442484,,,1,0.373308808915364
444,2,1,0.714376505089321,-0.787840965873284,1,1,1,0.373308808915364
444,3,1,0.714376505089321,-0.142233808902502,1,1,1,0.373308808915364
444,4,1,0.714376505089321,-0.0418088074788011,1,1,1,0.373308808915364
444,5,0,0.714376505089321,-0.755101798008443,1,1,1,0.373308808915364
444,6,0,0.714376505089321,1.58346197237242,0,-1,1,0.373308808915364
444,7,0,0.714376505089321,1.33305855804674,0,-1,1,0.373308808915364
444,8,1,0.714376505089321,1.25974145783948,0,-1,1,0.373308808915364
444,9,1,0.714376505089321,0.648123692998253,1,1,1,0.373308808915364
444,10,1,0.714376505089321,-0.0465513252827167,1,1,1,0.373308808915364
445,1,0,-1.31124117772327,0.682239113442484,,,0,0.373308808915364
445,2,0,-1.31124117772327,-0.787840965873284,0,-1,0,0.373308808915364
445,3,0,-1.31124117772327,-0.142233808902502,0,-1,0,0.373308808915364
445,4,1,-1.31124117772327,-0.0418088074788011,0,-1,0,0.373308808915364
445,5,1,-1.31124117772327,-0.755101798008443,1,1,0,0.373308808915364
445,6,0,-1.31124117772327,1.58346197237242,1,1,0,0.373308808915364
445,7,0,-1.31124117772327,1.33305855804674,0,-1,0,0.373308808915364
445,8,0,-1.31124117772327,1.25974145783948,0,-1,0,0.373308808915364
445,9,0,-1.31124117772327,0.648123692998253,0,-1,0,0.373308808915364
445,10,0,-1.31124117772327,-0.0465513252827167,0,-1,0,0.373308808915364
446,1,0,-0.161948071213288,0.682239113442484,,,0,0.373308808915364
446,2,0,-0.161948071213288,-0.787840965873284,0,-1,0,0.373308808915364
446,3,0,-0.161948071213288,-0.142233808902502,0,-1,0,0.373308808915364
446,4,0,-0.161948071213288,-0.0418088074788011,0,-1,0,0.373308808915364
446,5,1,-0.161948071213288,-0.755101798008443,0,-1,0,0.373308808915364
446,6,0,-0.161948071213288,1.58346197237242,1,1,0,0.373308808915364
446,7,0,-0.161948071213288,1.33305855804674,0,-1,0,0.373308808915364
446,8,0,-0.161948071213288,1.25974145783948,0,-1,0,0.373308808915364
446,9,0,-0.161948071213288,0.648123692998253,0,-1,0,0.373308808915364
446,10,0,-0.161948071213288,-0.0465513252827167,0,-1,0,0.373308808915364
447,1,0,0.762376282350613,0.682239113442484,,,0,0.373308808915364
447,2,0,0.762376282350613,-0.787840965873284,0,-1,0,0.373308808915364
447,3,0,0.762376282350613,-0.142233808902502,0,-1,0,0.373308808915364
447,4,1,0.762376282350613,-0.0418088074788011,0,-1,0,0.373308808915364
447,5,1,0.762376282350613,-0.755101798008443,1,1,0,0.373308808915364
447,6,1,0.762376282350613,1.58346197237242,1,1,0,0.373308808915364
447,7,1,0.762376282350613,1.33305855804674,1,1,0,0.373308808915364
447,8,0,0.762376282350613,1.25974145783948,1,1,0,0.373308808915364
447,9,1,0.762376282350613,0.648123692998253,0,-1,0,0.373308808915364
447,10,0,0.762376282350613,-0.0465513252827167,1,1,0,0.373308808915364
448,1,0,-1.55184494804782,0.682239113442484,,,0,0.373308808915364
448,2,0,-1.55184494804782,-0.787840965873284,0,-1,0,0.373308808915364
448,3,0,-1.55184494804782,-0.142233808902502,0,-1,0,0.373308808915364
448,4,1,-1.55184494804782,-0.0418088074788011,0,-1,0,0.373308808915364
448,5,0,-1.55184494804782,-0.755101798008443,1,1,0,0.373308808915364
448,6,0,-1.55184494804782,1.58346197237242,0,-1,0,0.373308808915364
448,7,0,-1.55184494804782,1.33305855804674,0,-1,0,0.373308808915364
448,8,0,-1.55184494804782,1.25974145783948,0,-1,0,0.373308808915364
448,9,0,-1.55184494804782,0.648123692998253,0,-1,0,0.373308808915364
448,10,0,-1.55184494804782,-0.0465513252827167,0,-1,0,0.373308808915364
449,1,1,0.733026864106432,0.682239113442484,,,1,0.373308808915364
449,2,1,0.733026864106432,-0.787840965873284,1,1,1,0.373308808915364
449,3,1,0.733026864106432,-0.142233808902502,1,1,1,0.373308808915364
449,4,1,0.733026864106432,-0.0418088074788011,1,1,1,0.373308808915364
449,5,1,0.733026864106432,-0.755101798008443,1,1,1,0.373308808915364
449,6,0,0.733026864106432,1.58346197237242,1,1,1,0.373308808915364
449,7,1,0.733026864106432,1.33305855804674,0,-1,1,0.373308808915364
449,8,1,0.733026864106432,1.25974145783948,1,1,1,0.373308808915364
449,9,1,0.733026864106432,0.648123692998253,1,1,1,0.373308808915364
449,10,1,0.733026864106432,-0.0465513252827167,1,1,1,0.373308808915364
450,1,0,-0.639275362888872,0.682239113442484,,,0,0.373308808915364
450,2,1,-0.639275362888872,-0.787840965873284,0,-1,0,0.373308808915364
450,3,1,-0.639275362888872,-0.142233808902502,1,1,0,0.373308808915364
450,4,1,-0.639275362888872,-0.0418088074788011,1,1,0,0.373308808915364
450,5,1,-0.639275362888872,-0.755101798008443,1,1,0,0.373308808915364
450,6,1,-0.639275362888872,1.58346197237242,1,1,0,0.373308808915364
450,7,1,-0.639275362888872,1.33305855804674,1,1,0,0.373308808915364
450,8,1,-0.639275362888872,1.25974145783948,1,1,0,0.373308808915364
450,9,1,-0.639275362888872,0.648123692998253,1,1,0,0.373308808915364
450,10,1,-0.639275362888872,-0.0465513252827167,1,1,0,0.373308808915364
451,1,0,-1.04699963583896,0.682239113442484,,,0,0.373308808915364
451,2,0,-1.04699963583896,-0.787840965873284,0,-1,0,0.373308808915364
451,3,0,-1.04699963583896,-0.142233808902502,0,-1,0,0.373308808915364
451,4,0,-1.04699963583896,-0.0418088074788011,0,-1,0,0.373308808915364
451,5,1,-1.04699963583896,-0.755101798008443,0,-1,0,0.373308808915364
451,6,1,-1.04699963583896,1.58346197237242,1,1,0,0.373308808915364
451,7,0,-1.04699963583896,1.33305855804674,1,1,0,0.373308808915364
451,8,0,-1.04699963583896,1.25974145783948,0,-1,0,0.373308808915364
451,9,0,-1.04699963583896,0.648123692998253,0,-1,0,0.373308808915364
451,10,1,-1.04699963583896,-0.0465513252827167,0,-1,0,0.373308808915364
452,1,1,1.17175498295181,0.682239113442484,,,1,0.373308808915364
452,2,1,1.17175498295181,-0.787840965873284,1,1,1,0.373308808915364
452,3,1,1.17175498295181,-0.142233808902502,1,1,1,0.373308808915364
452,4,1,1.17175498295181,-0.0418088074788011,1,1,1,0.373308808915364
452,5,0,1.17175498295181,-0.755101798008443,1,1,1,0.373308808915364
452,6,0,1.17175498295181,1.58346197237242,0,-1,1,0.373308808915364
452,7,0,1.17175498295181,1.33305855804674,0,-1,1,0.373308808915364
452,8,0,1.17175498295181,1.25974145783948,0,-1,1,0.373308808915364
452,9,0,1.17175498295181,0.648123692998253,0,-1,1,0.373308808915364
452,10,1,1.17175498295181,-0.0465513252827167,0,-1,1,0.373308808915364
453,1,0,1.82515179174803,0.682239113442484,,,0,0.373308808915364
453,2,1,1.82515179174803,-0.787840965873284,0,-1,0,0.373308808915364
453,3,1,1.82515179174803,-0.142233808902502,1,1,0,0.373308808915364
453,4,1,1.82515179174803,-0.0418088074788011,1,1,0,0.373308808915364
453,5,1,1.82515179174803,-0.755101798008443,1,1,0,0.373308808915364
453,6,1,1.82515179174803,1.58346197237242,1,1,0,0.373308808915364
453,7,1,1.82515179174803,1.33305855804674,1,1,0,0.373308808915364
453,8,1,1.82515179174803,1.25974145783948,1,1,0,0.373308808915364
453,9,0,1.82515179174803,0.648123692998253,1,1,0,0.373308808915364
453,10,1,1.82515179174803,-0.0465513252827167,0,-1,0,0.373308808915364
454,1,1,2.83232457648338,0.682239113442484,,,1,0.373308808915364
454,2,1,2.83232457648338,-0.787840965873284,1,1,1,0.373308808915364
454,3,1,2.83232457648338,-0.142233808902502,1,1,1,0.373308808915364
454,4,1,2.83232457648338,-0.0418088074788011,1,1,1,0.373308808915364
454,5,1,2.83232457648338,-0.755101798008443,1,1,1,0.373308808915364
454,6,1,2.83232457648338,1.58346197237242,1,1,1,0.373308808915364
454,7,1,2.83232457648338,1.33305855804674,1,1,1,0.373308808915364
454,8,1,2.83232457648338,1.25974145783948,1,1,1,0.373308808915364
454,9,1,2.83232457648338,0.648123692998253,1,1,1,0.373308808915364
454,10,1,2.83232457648338,-0.0465513252827167,1,1,1,0.373308808915364
455,1,0,0.148989956398172,0.682239113442484,,,0,0.373308808915364
455,2,1,0.148989956398172,-0.787840965873284,0,-1,0,0.373308808915364
455,3,1,0.148989956398172,-0.142233808902502,1,1,0,0.373308808915364
455,4,1,0.148989956398172,-0.0418088074788011,1,1,0,0.373308808915364
455,5,1,0.148989956398172,-0.755101798008443,1,1,0,0.373308808915364
455,6,0,0.148989956398172,1.58346197237242,1,1,0,0.373308808915364
455,7,0,0.148989956398172,1.33305855804674,0,-1,0,0.373308808915364
455,8,0,0.148989956398172,1.25974145783948,0,-1,0,0.373308808915364
455,9,0,0.148989956398172,0.648123692998253,0,-1,0,0.373308808915364
455,10,1,0.148989956398172,-0.0465513252827167,0,-1,0,0.373308808915364
456,1,0,-0.892327144915604,0.682239113442484,,,0,0.373308808915364
456,2,0,-0.892327144915604,-0.787840965873284,0,-1,0,0.373308808915364
456,3,0,-0.892327144915604,-0.142233808902502,0,-1,0,0.373308808915364
456,4,0,-0.892327144915604,-0.0418088074788011,0,-1,0,0.373308808915364
456,5,1,-0.892327144915604,-0.755101798008443,0,-1,0,0.373308808915364
456,6,1,-0.892327144915604,1.58346197237242,1,1,0,0.373308808915364
456,7,0,-0.892327144915604,1.33305855804674,1,1,0,0.373308808915364
456,8,0,-0.892327144915604,1.25974145783948,0,-1,0,0.373308808915364
456,9,0,-0.892327144915604,0.648123692998253,0,-1,0,0.373308808915364
456,10,0,-0.892327144915604,-0.0465513252827167,0,-1,0,0.373308808915364
457,1,1,1.246366386579,0.682239113442484,,,1,0.373308808915364
457,2,1,1.246366386579,-0.787840965873284,1,1,1,0.373308808915364
457,3,1,1.246366386579,-0.142233808902502,1,1,1,0.373308808915364
457,4,0,1.246366386579,-0.0418088074788011,1,1,1,0.373308808915364
457,5,0,1.246366386579,-0.755101798008443,0,-1,1,0.373308808915364
457,6,0,1.246366386579,1.58346197237242,0,-1,1,0.373308808915364
457,7,0,1.246366386579,1.33305855804674,0,-1,1,0.373308808915364
457,8,0,1.246366386579,1.25974145783948,0,-1,1,0.373308808915364
457,9,0,1.246366386579,0.648123692998253,0,-1,1,0.373308808915364
457,10,0,1.246366386579,-0.0465513252827167,0,-1,1,0.373308808915364
458,1,1,1.44099751261385,0.682239113442484,,,1,0.373308808915364
458,2,1,1.44099751261385,-0.787840965873284,1,1,1,0.373308808915364
458,3,0,1.44099751261385,-0.142233808902502,1,1,1,0.373308808915364
458,4,0,1.44099751261385,-0.0418088074788011,0,-1,1,0.373308808915364
458,5,1,1.44099751261385,-0.755101798008443,0,-1,1,0.373308808915364
458,6,1,1.44099751261385,1.58346197237242,1,1,1,0.373308808915364
458,7,1,1.44099751261385,1.33305855804674,1,1,1,0.373308808915364
458,8,0,1.44099751261385,1.25974145783948,1,1,1,0.373308808915364
458,9,1,1.44099751261385,0.648123692998253,0,-1,1,0.373308808915364
458,10,1,1.44099751261385,-0.0465513252827167,1,1,1,0.373308808915364
459,1,0,-2.13180478969791,0.682239113442484,,,0,0.373308808915364
459,2,0,-2.13180478969791,-0.787840965873284,0,-1,0,0.373308808915364
459,3,1,-2.13180478969791,-0.142233808902502,0,-1,0,0.373308808915364
459,4,1,-2.13180478969791,-0.0418088074788011,1,1,0,0.373308808915364
459,5,0,-2.13180478969791,-0.755101798008443,1,1,0,0.373308808915364
459,6,0,-2.13180478969791,1.58346197237242,0,-1,0,0.373308808915364
459,7,0,-2.13180478969791,1.33305855804674,0,-1,0,0.373308808915364
459,8,0,-2.13180478969791,1.25974145783948,0,-1,0,0.373308808915364
459,9,0,-2.13180478969791,0.648123692998253,0,-1,0,0.373308808915364
459,10,0,-2.13180478969791,-0.0465513252827167,0,-1,0,0.373308808915364
460,1,0,-1.12159647410979,0.682239113442484,,,0,0.373308808915364
460,2,0,-1.12159647410979,-0.787840965873284,0,-1,0,0.373308808915364
460,3,1,-1.12159647410979,-0.142233808902502,0,-1,0,0.373308808915364
460,4,0,-1.12159647410979,-0.0418088074788011,1,1,0,0.373308808915364
460,5,0,-1.12159647410979,-0.755101798008443,0,-1,0,0.373308808915364
460,6,0,-1.12159647410979,1.58346197237242,0,-1,0,0.373308808915364
460,7,0,-1.12159647410979,1.33305855804674,0,-1,0,0.373308808915364
460,8,0,-1.12159647410979,1.25974145783948,0,-1,0,0.373308808915364
460,9,0,-1.12159647410979,0.648123692998253,0,-1,0,0.373308808915364
460,10,0,-1.12159647410979,-0.0465513252827167,0,-1,0,0.373308808915364
461,1,1,2.07904052527842,0.682239113442484,,,1,0.373308808915364
461,2,1,2.07904052527842,-0.787840965873284,1,1,1,0.373308808915364
461,3,1,2.07904052527842,-0.142233808902502,1,1,1,0.373308808915364
461,4,1,2.07904052527842,-0.0418088074788011,1,1,1,0.373308808915364
461,5,1,2.07904052527842,-0.755101798008443,1,1,1,0.373308808915364
461,6,1,2.07904052527842,1.58346197237242,1,1,1,0.373308808915364
461,7,1,2.07904052527842,1.33305855804674,1,1,1,0.373308808915364
461,8,1,2.07904052527842,1.25974145783948,1,1,1,0.373308808915364
461,9,1,2.07904052527842,0.648123692998253,1,1,1,0.373308808915364
461,10,0,2.07904052527842,-0.0465513252827167,1,1,1,0.373308808915364
462,1,1,-0.975157370937817,0.682239113442484,,,1,0.373308808915364
462,2,1,-0.975157370937817,-0.787840965873284,1,1,1,0.373308808915364
462,3,0,-0.975157370937817,-0.142233808902502,1,1,1,0.373308808915364
462,4,0,-0.975157370937817,-0.0418088074788011,0,-1,1,0.373308808915364
462,5,1,-0.975157370937817,-0.755101798008443,0,-1,1,0.373308808915364
462,6,0,-0.975157370937817,1.58346197237242,1,1,1,0.373308808915364
462,7,0,-0.975157370937817,1.33305855804674,0,-1,1,0.373308808915364
462,8,0,-0.975157370937817,1.25974145783948,0,-1,1,0.373308808915364
462,9,0,-0.975157370937817,0.648123692998253,0,-1,1,0.373308808915364
462,10,0,-0.975157370937817,-0.0465513252827167,0,-1,1,0.373308808915364
463,1,0,0.381914793867085,0.682239113442484,,,0,0.373308808915364
463,2,0,0.381914793867085,-0.787840965873284,0,-1,0,0.373308808915364
463,3,1,0.381914793867085,-0.142233808902502,0,-1,0,0.373308808915364
463,4,1,0.381914793867085,-0.0418088074788011,1,1,0,0.373308808915364
463,5,1,0.381914793867085,-0.755101798008443,1,1,0,0.373308808915364
463,6,1,0.381914793867085,1.58346197237242,1,1,0,0.373308808915364
463,7,1,0.381914793867085,1.33305855804674,1,1,0,0.373308808915364
463,8,1,0.381914793867085,1.25974145783948,1,1,0,0.373308808915364
463,9,1,0.381914793867085,0.648123692998253,1,1,0,0.373308808915364
463,10,1,0.381914793867085,-0.0465513252827167,1,1,0,0.373308808915364
464,1,1,0.287543225517643,0.682239113442484,,,1,0.373308808915364
464,2,1,0.287543225517643,-0.787840965873284,1,1,1,0.373308808915364
464,3,1,0.287543225517643,-0.142233808902502,1,1,1,0.373308808915364
464,4,0,0.287543225517643,-0.0418088074788011,1,1,1,0.373308808915364
464,5,1,0.287543225517643,-0.755101798008443,0,-1,1,0.373308808915364
464,6,1,0.287543225517643,1.58346197237242,1,1,1,0.373308808915364
464,7,0,0.287543225517643,1.33305855804674,1,1,1,0.373308808915364
464,8,0,0.287543225517643,1.25974145783948,0,-1,1,0.373308808915364
464,9,0,0.287543225517643,0.648123692998253,0,-1,1,0.373308808915364
464,10,0,0.287543225517643,-0.0465513252827167,0,-1,1,0.373308808915364
465,1,1,2.02723459154098,0.682239113442484,,,1,0.373308808915364
465,2,1,2.02723459154098,-0.787840965873284,1,1,1,0.373308808915364
465,3,1,2.02723459154098,-0.142233808902502,1,1,1,0.373308808915364
465,4,1,2.02723459154098,-0.0418088074788011,1,1,1,0.373308808915364
465,5,1,2.02723459154098,-0.755101798008443,1,1,1,0.373308808915364
465,6,1,2.02723459154098,1.58346197237242,1,1,1,0.373308808915364
465,7,0,2.02723459154098,1.33305855804674,1,1,1,0.373308808915364
465,8,0,2.02723459154098,1.25974145783948,0,-1,1,0.373308808915364
465,9,1,2.02723459154098,0.648123692998253,0,-1,1,0.373308808915364
465,10,1,2.02723459154098,-0.0465513252827167,1,1,1,0.373308808915364
466,1,1,0.609488550703449,0.682239113442484,,,1,0.373308808915364
466,2,1,0.609488550703449,-0.787840965873284,1,1,1,0.373308808915364
466,3,1,0.609488550703449,-0.142233808902502,1,1,1,0.373308808915364
466,4,1,0.609488550703449,-0.0418088074788011,1,1,1,0.373308808915364
466,5,1,0.609488550703449,-0.755101798008443,1,1,1,0.373308808915364
466,6,1,0.609488550703449,1.58346197237242,1,1,1,0.373308808915364
466,7,0,0.609488550703449,1.33305855804674,1,1,1,0.373308808915364
466,8,1,0.609488550703449,1.25974145783948,0,-1,1,0.373308808915364
466,9,1,0.609488550703449,0.648123692998253,1,1,1,0.373308808915364
466,10,1,0.609488550703449,-0.0465513252827167,1,1,1,0.373308808915364
467,1,0,0.389973756908908,0.682239113442484,,,0,0.373308808915364
467,2,0,0.389973756908908,-0.787840965873284,0,-1,0,0.373308808915364
467,3,0,0.389973756908908,-0.142233808902502,0,-1,0,0.373308808915364
467,4,1,0.389973756908908,-0.0418088074788011,0,-1,0,0.373308808915364
467,5,1,0.389973756908908,-0.755101798008443,1,1,0,0.373308808915364
467,6,0,0.389973756908908,1.58346197237242,1,1,0,0.373308808915364
467,7,0,0.389973756908908,1.33305855804674,0,-1,0,0.373308808915364
467,8,0,0.389973756908908,1.25974145783948,0,-1,0,0.373308808915364
467,9,0,0.389973756908908,0.648123692998253,0,-1,0,0.373308808915364
467,10,0,0.389973756908908,-0.0465513252827167,0,-1,0,0.373308808915364
468,1,0,-1.3128996465605,0.682239113442484,,,0,0.373308808915364
468,2,0,-1.3128996465605,-0.787840965873284,0,-1,0,0.373308808915364
468,3,0,-1.3128996465605,-0.142233808902502,0,-1,0,0.373308808915364
468,4,1,-1.3128996465605,-0.0418088074788011,0,-1,0,0.373308808915364
468,5,1,-1.3128996465605,-0.755101798008443,1,1,0,0.373308808915364
468,6,0,-1.3128996465605,1.58346197237242,1,1,0,0.373308808915364
468,7,0,-1.3128996465605,1.33305855804674,0,-1,0,0.373308808915364
468,8,1,-1.3128996465605,1.25974145783948,0,-1,0,0.373308808915364
468,9,0,-1.3128996465605,0.648123692998253,1,1,0,0.373308808915364
468,10,0,-1.3128996465605,-0.0465513252827167,0,-1,0,0.373308808915364
469,1,0,1.67802595394806,0.682239113442484,,,0,0.373308808915364
469,2,1,1.67802595394806,-0.787840965873284,0,-1,0,0.373308808915364
469,3,1,1.67802595394806,-0.142233808902502,1,1,0,0.373308808915364
469,4,1,1.67802595394806,-0.0418088074788011,1,1,0,0.373308808915364
469,5,1,1.67802595394806,-0.755101798008443,1,1,0,0.373308808915364
469,6,1,1.67802595394806,1.58346197237242,1,1,0,0.373308808915364
469,7,1,1.67802595394806,1.33305855804674,1,1,0,0.373308808915364
469,8,1,1.67802595394806,1.25974145783948,1,1,0,0.373308808915364
469,9,1,1.67802595394806,0.648123692998253,1,1,0,0.373308808915364
469,10,1,1.67802595394806,-0.0465513252827167,1,1,0,0.373308808915364
470,1,0,-1.60687919279089,0.682239113442484,,,0,0.373308808915364
470,2,0,-1.60687919279089,-0.787840965873284,0,-1,0,0.373308808915364
470,3,0,-1.60687919279089,-0.142233808902502,0,-1,0,0.373308808915364
